Price,Close,High,Low,Open,Volume
2026-01-15 00:27:00+00:00,96763.2890625,96763.2890625,96763.2890625,96763.2890625,0
2026-01-15 00:28:00+00:00,96752.15625,96752.15625,96752.15625,96752.15625,280444928
2026-01-15 00:29:00+00:00,96711.3984375,96711.3984375,96711.3984375,96711.3984375,0
2026-01-15 00:30:00+00:00,96683.703125,96683.703125,96683.703125,96683.703125,0
2026-01-15 00:31:00+00:00,96711.1484375,96711.1484375,96711.1484375,96711.1484375,237838336
2026-01-15 00:32:00+00:00,96726.3515625,96726.3515625,96726.3515625,96726.3515625,0
2026-01-15 00:33:00+00:00,96618.4140625,96618.4140625,96618.4140625,96618.4140625,244137984
2026-01-15 00:34:00+00:00,96604.84375,96604.84375,96604.84375,96604.84375,0
2026-01-15 00:35:00+00:00,96578.3828125,96578.3828125,96578.3828125,96578.3828125,0
2026-01-15 00:36:00+00:00,96566.828125,96566.828125,96566.828125,96566.828125,4562944
2026-01-15 00:37:00+00:00,96553.421875,96553.421875,96553.421875,96553.421875,8650752
2026-01-15 00:38:00+00:00,96542.140625,96542.140625,96542.140625,96542.140625,0
2026-01-15 00:39:00+00:00,96527.703125,96527.703125,96527.703125,96527.703125,0
2026-01-15 00:40:00+00:00,96527.703125,96527.703125,96527.703125,96527.703125,0
2026-01-15 00:41:00+00:00,96601.2578125,96601.2578125,96601.2578125,96601.2578125,688033792
2026-01-15 00:42:00+00:00,96590.1953125,96590.1953125,96590.1953125,96590.1953125,7053312
2026-01-15 00:43:00+00:00,96535.546875,96535.546875,96535.546875,96535.546875,44556288
2026-01-15 00:44:00+00:00,96584.5625,96584.5625,96584.5625,96584.5625,0
2026-01-15 00:45:00+00:00,96598.2734375,96598.2734375,96598.2734375,96598.2734375,16699392
2026-01-15 00:46:00+00:00,96621.03125,96621.03125,96621.03125,96621.03125,298811392
2026-01-15 00:47:00+00:00,96568.2578125,96568.2578125,96568.2578125,96568.2578125,2101248
2026-01-15 00:48:00+00:00,96508.34375,96508.34375,96508.34375,96508.34375,0
2026-01-15 00:49:00+00:00,96563.9296875,96563.9296875,96563.9296875,96563.9296875,153952256
2026-01-15 00:50:00+00:00,96572.9375,96572.9375,96572.9375,96572.9375,239128576
2026-01-15 00:51:00+00:00,96564.3046875,96564.3046875,96564.3046875,96564.3046875,0
2026-01-15 00:52:00+00:00,96523.5546875,96523.5546875,96523.5546875,96523.5546875,0
2026-01-15 00:53:00+00:00,96536.0859375,96536.0859375,96536.0859375,96536.0859375,0
2026-01-15 00:54:00+00:00,96551.3125,96551.3125,96551.3125,96551.3125,0
2026-01-15 00:55:00+00:00,96517.8671875,96517.8671875,96517.8671875,96517.8671875,399548416
2026-01-15 00:56:00+00:00,96539.046875,96539.046875,96539.046875,96539.046875,0
2026-01-15 00:57:00+00:00,96514.5703125,96514.5703125,96514.5703125,96514.5703125,240947200
2026-01-15 00:58:00+00:00,96534.78125,96534.78125,96534.78125,96534.78125,0
2026-01-15 00:59:00+00:00,96573.6328125,96573.6328125,96573.6328125,96573.6328125,6483968
2026-01-15 01:00:00+00:00,96614.0703125,96614.0703125,96614.0703125,96614.0703125,1683456
2026-01-15 01:01:00+00:00,96765.953125,96765.953125,96765.953125,96765.953125,296062976
2026-01-15 01:02:00+00:00,96739.5546875,96739.5546875,96739.5546875,96739.5546875,15884288
2026-01-15 01:03:00+00:00,96861.109375,96861.109375,96861.109375,96861.109375,0
2026-01-15 01:04:00+00:00,96825.390625,96825.390625,96825.390625,96825.390625,0
2026-01-15 01:05:00+00:00,96913.7265625,96913.7265625,96913.7265625,96913.7265625,0
2026-01-15 01:06:00+00:00,96928.6328125,96928.6328125,96928.6328125,96928.6328125,12152832
2026-01-15 01:07:00+00:00,96858.3359375,96858.3359375,96858.3359375,96858.3359375,223391744
2026-01-15 01:08:00+00:00,96859.6640625,96859.6640625,96859.6640625,96859.6640625,0
2026-01-15 01:09:00+00:00,96807.3046875,96807.3046875,96807.3046875,96807.3046875,0
2026-01-15 01:10:00+00:00,96789.8671875,96789.8671875,96789.8671875,96789.8671875,0
2026-01-15 01:11:00+00:00,96796.28125,96796.28125,96796.28125,96796.28125,1572864
2026-01-15 01:12:00+00:00,96823.203125,96823.203125,96823.203125,96823.203125,237199360
2026-01-15 01:13:00+00:00,96791.7734375,96791.7734375,96791.7734375,96791.7734375,0
2026-01-15 01:14:00+00:00,96806.4453125,96806.4453125,96806.4453125,96806.4453125,0
2026-01-15 01:15:00+00:00,96754.7578125,96754.7578125,96754.7578125,96754.7578125,254345216
2026-01-15 01:16:00+00:00,96733.9375,96733.9375,96733.9375,96733.9375,71938048
2026-01-15 01:17:00+00:00,96744.1015625,96744.1015625,96744.1015625,96744.1015625,26112000
2026-01-15 01:18:00+00:00,96732.7421875,96732.7421875,96732.7421875,96732.7421875,0
2026-01-15 01:19:00+00:00,96713.1171875,96713.1171875,96713.1171875,96713.1171875,0
2026-01-15 01:20:00+00:00,96716.6953125,96716.6953125,96716.6953125,96716.6953125,232030208
2026-01-15 01:21:00+00:00,96697.328125,96697.328125,96697.328125,96697.328125,0
2026-01-15 01:22:00+00:00,96585.09375,96585.09375,96585.09375,96585.09375,251891712
2026-01-15 01:23:00+00:00,96507.4375,96507.4375,96507.4375,96507.4375,0
2026-01-15 01:24:00+00:00,96529.7109375,96529.7109375,96529.7109375,96529.7109375,0
2026-01-15 01:25:00+00:00,96531.21875,96531.21875,96531.21875,96531.21875,8515584
2026-01-15 01:26:00+00:00,96620.09375,96620.09375,96620.09375,96620.09375,236064768
2026-01-15 01:27:00+00:00,96580.4609375,96580.4609375,96580.4609375,96580.4609375,0
2026-01-15 01:28:00+00:00,96591.375,96591.375,96591.375,96591.375,12922880
2026-01-15 01:29:00+00:00,96626.3359375,96626.3359375,96626.3359375,96626.3359375,233299968
2026-01-15 01:30:00+00:00,96528.8359375,96528.8359375,96528.8359375,96528.8359375,9695232
2026-01-15 01:31:00+00:00,96463.7421875,96463.7421875,96463.7421875,96463.7421875,243613696
2026-01-15 01:32:00+00:00,96372.59375,96372.59375,96372.59375,96372.59375,0
2026-01-15 01:33:00+00:00,96341.0546875,96341.0546875,96341.0546875,96341.0546875,233205760
2026-01-15 01:34:00+00:00,96310.796875,96310.796875,96310.796875,96310.796875,0
2026-01-15 01:35:00+00:00,96313.671875,96313.671875,96313.671875,96313.671875,235778048
2026-01-15 01:36:00+00:00,96336.3671875,96336.3671875,96336.3671875,96336.3671875,0
2026-01-15 01:37:00+00:00,96384.8984375,96384.8984375,96384.8984375,96384.8984375,0
2026-01-15 01:38:00+00:00,96454.5859375,96454.5859375,96454.5859375,96454.5859375,240046080
2026-01-15 01:39:00+00:00,96555.4921875,96555.4921875,96555.4921875,96555.4921875,2699264
2026-01-15 01:40:00+00:00,96499.1015625,96499.1015625,96499.1015625,96499.1015625,0
2026-01-15 01:41:00+00:00,96501.1484375,96501.1484375,96501.1484375,96501.1484375,0
2026-01-15 01:42:00+00:00,96455.8125,96455.8125,96455.8125,96455.8125,212807680
2026-01-15 01:43:00+00:00,96463.265625,96463.265625,96463.265625,96463.265625,0
2026-01-15 01:44:00+00:00,96464.8828125,96464.8828125,96464.8828125,96464.8828125,0
2026-01-15 01:45:00+00:00,96480.90625,96480.90625,96480.90625,96480.90625,0
2026-01-15 01:46:00+00:00,96483.7421875,96483.7421875,96483.7421875,96483.7421875,46915584
2026-01-15 01:47:00+00:00,96483.15625,96483.15625,96483.15625,96483.15625,11448320
2026-01-15 01:48:00+00:00,96455.4609375,96455.4609375,96455.4609375,96455.4609375,0
2026-01-15 01:49:00+00:00,96419.078125,96419.078125,96419.078125,96419.078125,0
2026-01-15 01:50:00+00:00,96422.546875,96422.546875,96422.546875,96422.546875,237400064
2026-01-15 01:51:00+00:00,96403.59375,96403.59375,96403.59375,96403.59375,0
2026-01-15 01:52:00+00:00,96439.3984375,96439.3984375,96439.3984375,96439.3984375,119672832
2026-01-15 01:53:00+00:00,96490.0859375,96490.0859375,96490.0859375,96490.0859375,226816000
2026-01-15 01:54:00+00:00,96536.2734375,96536.2734375,96536.2734375,96536.2734375,24608768
2026-01-15 01:55:00+00:00,96506.4296875,96506.4296875,96506.4296875,96506.4296875,16457728
2026-01-15 01:56:00+00:00,96428.1875,96428.1875,96428.1875,96428.1875,245501952
2026-01-15 01:57:00+00:00,96419.9921875,96419.9921875,96419.9921875,96419.9921875,0
2026-01-15 01:58:00+00:00,96429.84375,96429.84375,96429.84375,96429.84375,0
2026-01-15 01:59:00+00:00,96418.140625,96418.140625,96418.140625,96418.140625,0
2026-01-15 02:00:00+00:00,96435.2578125,96435.2578125,96435.2578125,96435.2578125,27418624
2026-01-15 02:01:00+00:00,96434.84375,96434.84375,96434.84375,96434.84375,0
2026-01-15 02:02:00+00:00,96456.0078125,96456.0078125,96456.0078125,96456.0078125,20078592
2026-01-15 02:03:00+00:00,96463.59375,96463.59375,96463.59375,96463.59375,0
2026-01-15 02:04:00+00:00,96457.5,96457.5,96457.5,96457.5,0
2026-01-15 02:05:00+00:00,96456.046875,96456.046875,96456.046875,96456.046875,9097216
2026-01-15 02:06:00+00:00,96455.296875,96455.296875,96455.296875,96455.296875,246157312
2026-01-15 02:07:00+00:00,96509.796875,96509.796875,96509.796875,96509.796875,0
2026-01-15 02:08:00+00:00,96552.0859375,96552.0859375,96552.0859375,96552.0859375,2633728
2026-01-15 02:09:00+00:00,96568.15625,96568.15625,96568.15625,96568.15625,266240
2026-01-15 02:11:00+00:00,96526.515625,96526.515625,96526.515625,96526.515625,0
2026-01-15 02:12:00+00:00,96445.59375,96445.59375,96445.59375,96445.59375,0
2026-01-15 02:13:00+00:00,96426.0,96426.0,96426.0,96426.0,0
2026-01-15 02:14:00+00:00,96407.96875,96407.96875,96407.96875,96407.96875,239820800
2026-01-15 02:15:00+00:00,96370.140625,96370.140625,96370.140625,96370.140625,0
2026-01-15 02:16:00+00:00,96385.921875,96385.921875,96385.921875,96385.921875,25030656
2026-01-15 02:17:00+00:00,96474.234375,96474.234375,96474.234375,96474.234375,11517952
2026-01-15 02:18:00+00:00,96499.1015625,96499.1015625,96499.1015625,96499.1015625,4272128
2026-01-15 02:19:00+00:00,96535.1875,96535.1875,96535.1875,96535.1875,12730368
2026-01-15 02:20:00+00:00,96552.8828125,96552.8828125,96552.8828125,96552.8828125,0
2026-01-15 02:21:00+00:00,96510.9765625,96510.9765625,96510.9765625,96510.9765625,189689856
2026-01-15 02:22:00+00:00,96467.5,96467.5,96467.5,96467.5,0
2026-01-15 02:23:00+00:00,96489.296875,96489.296875,96489.296875,96489.296875,463241216
2026-01-15 02:24:00+00:00,96439.734375,96439.734375,96439.734375,96439.734375,0
2026-01-15 02:25:00+00:00,96454.4375,96454.4375,96454.4375,96454.4375,0
2026-01-15 02:26:00+00:00,96501.5078125,96501.5078125,96501.5078125,96501.5078125,248381440
2026-01-15 02:27:00+00:00,96498.375,96498.375,96498.375,96498.375,0
2026-01-15 02:28:00+00:00,96519.9765625,96519.9765625,96519.9765625,96519.9765625,66097152
2026-01-15 02:29:00+00:00,96492.8984375,96492.8984375,96492.8984375,96492.8984375,248532992
2026-01-15 02:30:00+00:00,96503.203125,96503.203125,96503.203125,96503.203125,0
2026-01-15 02:31:00+00:00,96512.7265625,96512.7265625,96512.7265625,96512.7265625,203321344
2026-01-15 02:32:00+00:00,96578.609375,96578.609375,96578.609375,96578.609375,243400704
2026-01-15 02:33:00+00:00,96557.046875,96557.046875,96557.046875,96557.046875,0
2026-01-15 02:34:00+00:00,96538.234375,96538.234375,96538.234375,96538.234375,0
2026-01-15 02:35:00+00:00,96390.7265625,96390.7265625,96390.7265625,96390.7265625,230477824
2026-01-15 02:36:00+00:00,96288.40625,96288.40625,96288.40625,96288.40625,0
2026-01-15 02:37:00+00:00,96182.671875,96182.671875,96182.671875,96182.671875,127643648
2026-01-15 02:38:00+00:00,96154.34375,96154.34375,96154.34375,96154.34375,13701120
2026-01-15 02:39:00+00:00,96245.46875,96245.46875,96245.46875,96245.46875,15273984
2026-01-15 02:40:00+00:00,96246.296875,96246.296875,96246.296875,96246.296875,0
2026-01-15 02:41:00+00:00,96311.015625,96311.015625,96311.015625,96311.015625,32489472
2026-01-15 02:42:00+00:00,96375.8125,96375.8125,96375.8125,96375.8125,0
2026-01-15 02:43:00+00:00,96353.3828125,96353.3828125,96353.3828125,96353.3828125,50151424
2026-01-15 02:44:00+00:00,96331.0078125,96331.0078125,96331.0078125,96331.0078125,4292608
2026-01-15 02:45:00+00:00,96300.890625,96300.890625,96300.890625,96300.890625,0
2026-01-15 02:46:00+00:00,96262.96875,96262.96875,96262.96875,96262.96875,258342912
2026-01-15 02:47:00+00:00,96253.6640625,96253.6640625,96253.6640625,96253.6640625,81920
2026-01-15 02:48:00+00:00,96168.40625,96168.40625,96168.40625,96168.40625,0
2026-01-15 02:49:00+00:00,96193.4609375,96193.4609375,96193.4609375,96193.4609375,79294464
2026-01-15 02:50:00+00:00,96242.3046875,96242.3046875,96242.3046875,96242.3046875,5177344
2026-01-15 02:51:00+00:00,96252.6796875,96252.6796875,96252.6796875,96252.6796875,0
2026-01-15 02:52:00+00:00,96214.21875,96214.21875,96214.21875,96214.21875,0
2026-01-15 02:53:00+00:00,96201.953125,96201.953125,96201.953125,96201.953125,0
2026-01-15 02:54:00+00:00,96167.453125,96167.453125,96167.453125,96167.453125,0
2026-01-15 02:55:00+00:00,96177.4609375,96177.4609375,96177.4609375,96177.4609375,89522176
2026-01-15 02:56:00+00:00,96185.9921875,96185.9921875,96185.9921875,96185.9921875,0
2026-01-15 02:57:00+00:00,96214.65625,96214.65625,96214.65625,96214.65625,251166720
2026-01-15 02:58:00+00:00,96258.4609375,96258.4609375,96258.4609375,96258.4609375,0
2026-01-15 02:59:00+00:00,96236.4921875,96236.4921875,96236.4921875,96236.4921875,225357824
2026-01-15 03:00:00+00:00,96292.828125,96292.828125,96292.828125,96292.828125,26730496
2026-01-15 03:01:00+00:00,96307.703125,96307.703125,96307.703125,96307.703125,143650816
2026-01-15 03:02:00+00:00,96324.0078125,96324.0078125,96324.0078125,96324.0078125,0
2026-01-15 03:03:00+00:00,96306.59375,96306.59375,96306.59375,96306.59375,238817280
2026-01-15 03:04:00+00:00,96288.9765625,96288.9765625,96288.9765625,96288.9765625,0
2026-01-15 03:05:00+00:00,96274.4140625,96274.4140625,96274.4140625,96274.4140625,84656128
2026-01-15 03:06:00+00:00,96341.265625,96341.265625,96341.265625,96341.265625,224165888
2026-01-15 03:07:00+00:00,96264.375,96264.375,96264.375,96264.375,33157120
2026-01-15 03:08:00+00:00,96184.7421875,96184.7421875,96184.7421875,96184.7421875,4898816
2026-01-15 03:09:00+00:00,96186.921875,96186.921875,96186.921875,96186.921875,0
2026-01-15 03:10:00+00:00,96194.59375,96194.59375,96194.59375,96194.59375,190496768
2026-01-15 03:11:00+00:00,96208.125,96208.125,96208.125,96208.125,44433408
2026-01-15 03:12:00+00:00,96283.296875,96283.296875,96283.296875,96283.296875,5787648
2026-01-15 03:13:00+00:00,96291.296875,96291.296875,96291.296875,96291.296875,33800192
2026-01-15 03:14:00+00:00,96244.6640625,96244.6640625,96244.6640625,96244.6640625,0
2026-01-15 03:15:00+00:00,96259.375,96259.375,96259.375,96259.375,2641920
2026-01-15 03:16:00+00:00,96265.1328125,96265.1328125,96265.1328125,96265.1328125,0
2026-01-15 03:17:00+00:00,96290.5703125,96290.5703125,96290.5703125,96290.5703125,1449984
2026-01-15 03:18:00+00:00,96312.421875,96312.421875,96312.421875,96312.421875,243339264
2026-01-15 03:19:00+00:00,96189.953125,96189.953125,96189.953125,96189.953125,0
2026-01-15 03:20:00+00:00,96158.765625,96158.765625,96158.765625,96158.765625,0
2026-01-15 03:21:00+00:00,96164.9921875,96164.9921875,96164.9921875,96164.9921875,0
2026-01-15 03:22:00+00:00,96174.28125,96174.28125,96174.28125,96174.28125,543047680
2026-01-15 03:23:00+00:00,96203.015625,96203.015625,96203.015625,96203.015625,0
2026-01-15 03:24:00+00:00,96169.5234375,96169.5234375,96169.5234375,96169.5234375,6258688
2026-01-15 03:25:00+00:00,96179.4296875,96179.4296875,96179.4296875,96179.4296875,0
2026-01-15 03:26:00+00:00,96145.9453125,96145.9453125,96145.9453125,96145.9453125,0
2026-01-15 03:27:00+00:00,96097.671875,96097.671875,96097.671875,96097.671875,247582720
2026-01-15 03:28:00+00:00,95981.984375,95981.984375,95981.984375,95981.984375,28303360
2026-01-15 03:29:00+00:00,96036.015625,96036.015625,96036.015625,96036.015625,24440832
2026-01-15 03:30:00+00:00,95888.5546875,95888.5546875,95888.5546875,95888.5546875,7737344
2026-01-15 03:31:00+00:00,95978.6328125,95978.6328125,95978.6328125,95978.6328125,0
2026-01-15 03:32:00+00:00,96007.3984375,96007.3984375,96007.3984375,96007.3984375,0
2026-01-15 03:33:00+00:00,96021.6171875,96021.6171875,96021.6171875,96021.6171875,0
2026-01-15 03:34:00+00:00,96063.3125,96063.3125,96063.3125,96063.3125,16228352
2026-01-15 03:35:00+00:00,96024.046875,96024.046875,96024.046875,96024.046875,23154688
2026-01-15 03:36:00+00:00,96009.84375,96009.84375,96009.84375,96009.84375,0
2026-01-15 03:37:00+00:00,95988.28125,95988.28125,95988.28125,95988.28125,306651136
2026-01-15 03:38:00+00:00,95954.03125,95954.03125,95954.03125,95954.03125,0
2026-01-15 03:39:00+00:00,95815.671875,95815.671875,95815.671875,95815.671875,240738304
2026-01-15 03:41:00+00:00,95763.4375,95763.4375,95763.4375,95763.4375,0
2026-01-15 03:42:00+00:00,95841.984375,95841.984375,95841.984375,95841.984375,2985984
2026-01-15 03:43:00+00:00,95816.8203125,95816.8203125,95816.8203125,95816.8203125,561528832
2026-01-15 03:44:00+00:00,95880.28125,95880.28125,95880.28125,95880.28125,0
2026-01-15 03:45:00+00:00,95880.5,95880.5,95880.5,95880.5,0
2026-01-15 03:46:00+00:00,95826.390625,95826.390625,95826.390625,95826.390625,341774336
2026-01-15 03:47:00+00:00,95932.3359375,95932.3359375,95932.3359375,95932.3359375,635662336
2026-01-15 03:48:00+00:00,95946.3984375,95946.3984375,95946.3984375,95946.3984375,0
2026-01-15 03:49:00+00:00,95903.078125,95903.078125,95903.078125,95903.078125,304582656
2026-01-15 03:51:00+00:00,95903.4453125,95903.4453125,95903.4453125,95903.4453125,0
2026-01-15 03:52:00+00:00,95825.4375,95825.4375,95825.4375,95825.4375,35442688
2026-01-15 03:53:00+00:00,95866.1171875,95866.1171875,95866.1171875,95866.1171875,0
2026-01-15 03:54:00+00:00,95865.6875,95865.6875,95865.6875,95865.6875,13176832
2026-01-15 03:55:00+00:00,95872.53125,95872.53125,95872.53125,95872.53125,59518976
2026-01-15 03:56:00+00:00,95850.5703125,95850.5703125,95850.5703125,95850.5703125,0
2026-01-15 03:57:00+00:00,95875.9296875,95875.9296875,95875.9296875,95875.9296875,240549888
2026-01-15 03:58:00+00:00,95924.90625,95924.90625,95924.90625,95924.90625,239980544
2026-01-15 03:59:00+00:00,95963.015625,95963.015625,95963.015625,95963.015625,81035264
2026-01-15 04:00:00+00:00,95941.859375,95941.859375,95941.859375,95941.859375,0
2026-01-15 04:01:00+00:00,95930.7421875,95930.7421875,95930.7421875,95930.7421875,0
2026-01-15 04:02:00+00:00,95930.953125,95930.953125,95930.953125,95930.953125,0
2026-01-15 04:03:00+00:00,96003.2421875,96003.2421875,96003.2421875,96003.2421875,0
2026-01-15 04:04:00+00:00,96071.140625,96071.140625,96071.140625,96071.140625,0
2026-01-15 04:05:00+00:00,96075.390625,96075.390625,96075.390625,96075.390625,244568064
2026-01-15 04:06:00+00:00,96065.7109375,96065.7109375,96065.7109375,96065.7109375,0
2026-01-15 04:07:00+00:00,96004.1484375,96004.1484375,96004.1484375,96004.1484375,0
2026-01-15 04:08:00+00:00,96020.65625,96020.65625,96020.65625,96020.65625,0
2026-01-15 04:09:00+00:00,96016.046875,96016.046875,96016.046875,96016.046875,0
2026-01-15 04:10:00+00:00,96037.1953125,96037.1953125,96037.1953125,96037.1953125,188227584
2026-01-15 04:11:00+00:00,96067.359375,96067.359375,96067.359375,96067.359375,0
2026-01-15 04:12:00+00:00,96085.78125,96085.78125,96085.78125,96085.78125,0
2026-01-15 04:13:00+00:00,96035.9140625,96035.9140625,96035.9140625,96035.9140625,4096
2026-01-15 04:14:00+00:00,96042.8359375,96042.8359375,96042.8359375,96042.8359375,227770368
2026-01-15 04:15:00+00:00,96043.5234375,96043.5234375,96043.5234375,96043.5234375,0
2026-01-15 04:16:00+00:00,96031.6640625,96031.6640625,96031.6640625,96031.6640625,226816000
2026-01-15 04:17:00+00:00,96046.75,96046.75,96046.75,96046.75,798720
2026-01-15 04:18:00+00:00,95991.9140625,95991.9140625,95991.9140625,95991.9140625,618496
2026-01-15 04:19:00+00:00,96066.5,96066.5,96066.5,96066.5,0
2026-01-15 04:20:00+00:00,96069.484375,96069.484375,96069.484375,96069.484375,483983360
2026-01-15 04:21:00+00:00,96057.2734375,96057.2734375,96057.2734375,96057.2734375,3592192
2026-01-15 04:22:00+00:00,96052.359375,96052.359375,96052.359375,96052.359375,0
2026-01-15 04:23:00+00:00,96115.171875,96115.171875,96115.171875,96115.171875,251957248
2026-01-15 04:24:00+00:00,96188.0546875,96188.0546875,96188.0546875,96188.0546875,1425408
2026-01-15 04:25:00+00:00,96327.546875,96327.546875,96327.546875,96327.546875,5582848
2026-01-15 04:26:00+00:00,96267.0625,96267.0625,96267.0625,96267.0625,21692416
2026-01-15 04:27:00+00:00,96237.828125,96237.828125,96237.828125,96237.828125,8871936
2026-01-15 04:28:00+00:00,96262.8125,96262.8125,96262.8125,96262.8125,77094912
2026-01-15 04:29:00+00:00,96177.8046875,96177.8046875,96177.8046875,96177.8046875,0
2026-01-15 04:30:00+00:00,96210.390625,96210.390625,96210.390625,96210.390625,245182464
2026-01-15 04:31:00+00:00,96163.546875,96163.546875,96163.546875,96163.546875,0
2026-01-15 04:32:00+00:00,96247.34375,96247.34375,96247.34375,96247.34375,297037824
2026-01-15 04:33:00+00:00,96227.71875,96227.71875,96227.71875,96227.71875,4820992
2026-01-15 04:34:00+00:00,96232.234375,96232.234375,96232.234375,96232.234375,40292352
2026-01-15 04:35:00+00:00,96232.234375,96232.234375,96232.234375,96232.234375,0
2026-01-15 04:36:00+00:00,96227.140625,96227.140625,96227.140625,96227.140625,310841344
2026-01-15 04:37:00+00:00,96196.7734375,96196.7734375,96196.7734375,96196.7734375,0
2026-01-15 04:38:00+00:00,96202.78125,96202.78125,96202.78125,96202.78125,0
2026-01-15 04:39:00+00:00,96216.703125,96216.703125,96216.703125,96216.703125,38948864
2026-01-15 04:40:00+00:00,96223.984375,96223.984375,96223.984375,96223.984375,23203840
2026-01-15 04:41:00+00:00,96219.0078125,96219.0078125,96219.0078125,96219.0078125,0
2026-01-15 04:42:00+00:00,96217.4609375,96217.4609375,96217.4609375,96217.4609375,0
2026-01-15 04:43:00+00:00,96222.171875,96222.171875,96222.171875,96222.171875,22294528
2026-01-15 04:44:00+00:00,96233.265625,96233.265625,96233.265625,96233.265625,45056
2026-01-15 04:45:00+00:00,96203.21875,96203.21875,96203.21875,96203.21875,356352
2026-01-15 04:46:00+00:00,96210.8515625,96210.8515625,96210.8515625,96210.8515625,3735552
2026-01-15 04:47:00+00:00,96185.640625,96185.640625,96185.640625,96185.640625,0
2026-01-15 04:48:00+00:00,96185.921875,96185.921875,96185.921875,96185.921875,0
2026-01-15 04:49:00+00:00,96200.0234375,96200.0234375,96200.0234375,96200.0234375,249020416
2026-01-15 04:50:00+00:00,96211.3046875,96211.3046875,96211.3046875,96211.3046875,0
2026-01-15 04:51:00+00:00,96192.4296875,96192.4296875,96192.4296875,96192.4296875,9904128
2026-01-15 04:52:00+00:00,96206.5234375,96206.5234375,96206.5234375,96206.5234375,0
2026-01-15 04:53:00+00:00,96213.5703125,96213.5703125,96213.5703125,96213.5703125,242683904
2026-01-15 04:54:00+00:00,96218.7265625,96218.7265625,96218.7265625,96218.7265625,2535424
2026-01-15 04:55:00+00:00,96213.5859375,96213.5859375,96213.5859375,96213.5859375,33656832
2026-01-15 04:56:00+00:00,96225.609375,96225.609375,96225.609375,96225.609375,2125824
2026-01-15 04:57:00+00:00,96159.3046875,96159.3046875,96159.3046875,96159.3046875,0
2026-01-15 04:58:00+00:00,96133.59375,96133.59375,96133.59375,96133.59375,4136960
2026-01-15 04:59:00+00:00,96151.6796875,96151.6796875,96151.6796875,96151.6796875,0
2026-01-15 05:00:00+00:00,96243.6484375,96243.6484375,96243.6484375,96243.6484375,13840384
2026-01-15 05:01:00+00:00,96279.7890625,96279.7890625,96279.7890625,96279.7890625,0
2026-01-15 05:02:00+00:00,96376.140625,96376.140625,96376.140625,96376.140625,4325376
2026-01-15 05:03:00+00:00,96426.6640625,96426.6640625,96426.6640625,96426.6640625,253440000
2026-01-15 05:04:00+00:00,96320.109375,96320.109375,96320.109375,96320.109375,54865920
2026-01-15 05:05:00+00:00,96351.1953125,96351.1953125,96351.1953125,96351.1953125,0
2026-01-15 05:06:00+00:00,96350.859375,96350.859375,96350.859375,96350.859375,20471808
2026-01-15 05:07:00+00:00,96356.90625,96356.90625,96356.90625,96356.90625,13897728
